item,itemLabel,itemDesc,siteLinks
Q298789,Santiago Carrillo,Spanish politician,35
Q315831,Roque Júnior,Brazilian footballer,35
Q293194,Óscar Berger,President of Guatemala,35
Q313677,Fabrice Muamba,Congolese association football player,35
Q313968,Ahn Jung-hwan,South Korean association football player,35
Q16235543,Rade Krunić,Bosnian footballer,35
Q15516,Samuel Wanjiru,Kenyan athlete,35
Q314753,Michał Żewłakow,Polish association football player,35
Q718867,Koji Morisaki,Japanese association football player,35
Q81144,Petar Mladenov,former General Secretary of the Bulgarian Communist Party,35
Q11607,"Jon Huntsman, Jr.","American politician, businessman and diplomat",35
Q57697,Sam Hinds,5th Prime Minister of Guyana,35
Q316026,Lars Lagerbäck,Swedish association football player and manager,35
Q229038,Haylie Duff,American actress and singer,35
Q363246,Bill Walton,American basketball player and broadcaster,35
Q723430,Frank Iero,American musician,35
Q711278,Robert Langlands,Canadian mathematician,35
Q28699707,Kim Min-jae,"South Korean association football player, born 1996",35
Q309993,Chivu Stoica,Prime Minister of Romania,35
Q309980,Edward Fox,British actor,35
Q365060,Umberto Tozzi,Italian singer-songwriter,35
Q724003,Storm Thorgerson,English graphic designer,35
Q380235,Hermann Bondi,Austrian-British mathematician and cosmologist,35
Q1756438,Deepika Kumari,Indian archer,35
Q1988686,Douglas,"Brazilian association football player, born 1990",35
Q379958,Pierre Gamarra,French writer,35
Q313040,James Whitmore,actor,35
Q55442,Liliana Cavani,Italian film director and screenwriter,35
Q777997,Arseny Tarkovsky,Soviet poet and translator,35
Q332525,Shannon Leto,American drummer,35
Q76778,Nicolas Kiefer,German tennis player,35
Q331791,Dean Edwards,American comedian and actor,35
Q350483,Ildefons Lima,Andorran association football player,35
Q32335,Nia Vardalos,"Canadian-born American actress, screenwriter, director, and producer of Greek descent",35
Q1841191,Bob Morley,Australian actor,35
Q164775,Georg Baselitz,German artist,35
Q270709,Hazal Kaya,Turkish actress,35
Q316315,Bernardo Provenzano,Italian mob boss,35
Q235245,Sasha Cohen,American figure skater,35
Q233971,Lenny Kuhr,Dutch singer-songwriter,35
Q312089,Patrik Andersson,Swedish footballer,35
Q4354265,Adelaide Kane,Australian actress,35
Q322060,Douglas Coupland,"Canadian novelist, short story writer, playwright, and graphic designer",35
Q313656,Matt Dallas,American actor,35
Q311389,Alberto Ginastera,Argentine composer,35
Q4315658,Nevena Božović,Serbian singer,35
Q16762370,LaKeith Stanfield,American actor and musician,35
Q430518,John Hickenlooper,"American politician, businessman and the 42nd Governor of Colorado",35
Q459945,Sarah Gadon,Canadian actress,35
Q315791,Vratislav Lokvenc,Czech footballer,35
Q2262485,Michiel Huisman,Dutch actor,35
Q535733,Paul Davies,British physicist,35
Q435367,Valentin Pavlov,Soviet official and Russian banker,35
Q388904,Şenol Güneş,Turkish footballer and trainer,35
Q365915,Charlie Day,American actor,35
Q342778,Pat Boone,American singer,35
Q294723,Chad Kroeger,Canadian rock musician,35
Q312521,Jake T. Austin,American actor,35
Q312140,Sergio Claudio dos Santos,Brazilian footballer,35
Q350306,Timmy Simons,Belgian footballer,35
Q1103944,Clément Turpin,French football referee,35
Q344908,Peter Phillips,"son of Anne, Princess Royal; nephew of Charles III",35
Q366577,Manfred Kaltz,German footballer and manager,35
Q157888,Marinus van der Lubbe,Dutch communist,35
Q711547,Marc Ouellet,Canadian Catholic cardinal,35
Q170191,"Princess Alexandra, The Honourable Lady Ogilvy",member of the British royal family,35
Q314761,Kily González,Argentine footballer and manager,35
Q92612,Richard M. Karp,American theoretical computer scientist,35
Q4081194,Gilbert Baker,American artist and gay rights activist,35
Q365567,Toots Thielemans,Belgian jazz musician,35
Q1190693,Jack Huston,British actor,35
Q239248,Pedro Santana Lopes,Portuguese politician,35
Q342953,Yuri Malenchenko,Russian cosmonaut,35
Q355113,Adelina Sotnikova,Russian figure skater,35
Q1380874,Álvaro Rafael González,Uruguayan footballer,35
Q435920,Rod Serling,American screenwriter,35
Q4025436,Everton Ribeiro,Brazilian footballer,35
Q310737,Valeri Bojinov,Bulgarian footballer,35
Q381880,Sherrod Brown,American politician and educator,35
Q436139,Harrison Dillard,American athlete,35
Q310380,Jonas Björkman,Swedish tennis coach and retired tennis player,35
Q22290570,Janhvi Kapoor,Indian actress,35
Q202385,Arnold Wesker,British dramatist,35
Q167398,Mladen Krstajić,Serbian football manager and former footballer,35
Q155687,Christian Lorenz,German keyboardist,35
Q157370,Thomas Schaaf,German footballer/manager,35
Q31970,Brenda Strong,American actress,35
Q235403,Ana María Matute,Spanish writer,35
Q312801,Per Gessle,Swedish musician and songwriter,35
Q3189071,Julian Alaphilippe,French bicycle racer and cyclo-cross cyclist,35
Q359494,Matías Almendra,Argentine association football player and manager chivas 2022-2025,35
Q362872,James Worthy,American basketball player,35
Q15639420,Josep Maria Bartomeu,"Spanish entrepreneur, and a former president of FC Barcelona",35
Q15964494,Roberto Gagliardini,Italian footballer,35
Q318712,Renny Harlin,Finnish film director and film producer,35
Q298360,Greyson Chance,"American singer, songwriter, and musician",35
Q359207,BD Wong,American actor,35
Q1806985,Sharon Osbourne,British-American television personality,35
Q1394102,Vitaly Churkin,Soviet and Russian diplomat,35
Q232249,Tamara Press,Soviet track-and-field athlete,35
Q336620,Wang Shu,Chinese architect,35
Q462327,John Heard,American film and television actor,35
Q311659,Steffen Iversen,Norwegian association football player and manager,35
Q275637,Taraneh Alidoosti,Iranian actress,35
Q248915,Michael Jai White,American actor and martial artist,35
Q312374,Aleksandar Luković,Serbian footballer,35
Q317953,Lawrence Summers,"American economist, Secretary of the Treasury, college administrator, and U.S. government official",35
Q57433,Thomas Berthold,German footballer,35
Q171414,Christijan Albers,racecar driver,35
Q237439,Paula Seling,"Romanian singer, celebrity",35
Q299105,Simone Barone,Italian association football player,35
Q319257,Hans van Breukelen,Dutch footballer,35
Q692800,Ray Walston,American actor and comedian,35
Q352093,Doc Rivers,American basketball coach and former player,35
Q229474,Paola Suárez,Argentine tennis player,35
Q356411,John Gorton,"Australian politician, 19th Prime Minister of Australia",35
Q212229,Andrea Poli,Italian association footballer player,35
Q438603,Grigory Yavlinsky,Russian politician and economist,35
Q358718,Ljupko Petrović,Serbian footballer,35
Q312971,Aladár Gerevich,Hungarian fencer,35
Q519784,Kaitlyn Dever,American actress,35
Q310281,Elton Brand,American basketball player,35
Q310322,Will Sasso,Canadian actor and comedian,35
Q310354,Joseba Etxeberria,Spanish footballer,35
Q1498498,Sam J. Jones,"American actor, model and militar",35
Q312354,Celestine Babayaro,Nigerian association football player,35
Q335762,Pat Riley,"American basketball player, coach and executive",35
Q319240,Alu Alkhanov,Russian politician,35
Q362998,Gennady Padalka,Russian Air Force officer and an RSA cosmonaut,35
Q312273,Thomas Voeckler,French cyclist,35
Q315327,Stanislav Šesták,Slovak footballer,35
Q53390,Maureen Connolly,American tennis player,35
Q496170,Sandara Park,South Korean actress and singer,35
Q327227,Sam Johnstone,English footballer,35
Q313780,Mehdi Mahdavikia,Iranian footballer,35
Q11832497,Plamen Oresharski,52nd Prime Minister of Bulgaria,35
Q723033,Georgy Flyorov,Soviet physicist,35
Q240776,Karen L. Nyberg,American astronaut,35
Q310994,Patrick Hillery,6th president of Ireland,35
Q320163,Ryan White,"AIDS spokesperson and ""poster boy""",35
Q257251,Ludovic Obraniak,Polish-French footballer,35
Q563649,Victor,"Brazilian association football player, born 1983",35
Q588067,Natalie Horler,German singer,35
Q1844358,Hidilyn Diaz,"Filipino Olympic weightlifter, Philippines' first Olympic Gold Medalist",35
Q345658,Vladislav Volkov,Soviet cosmonaut,35
Q266410,Pedro Geromel,Brazilian association football player,35
Q230710,Valeria Golino,"Italian model, actress and film director",35
Q27904001,Blanche,Belgian singer,35
Q228808,Marie-José Pérec,"Athletics competitor, sprinter, 400 metres runner",35
Q314328,Bernard Lama,French association football player and manager,35
Q468250,Vladimir Aksyonov,Soviet cosmonaut,35
Q236678,"Katharine, Duchess of Kent","wife of Prince Edward, Duke of Kent",35
Q312508,Arthur Boka,Ivorian footballer,35
Q28974273,Nicolò Zaniolo,Italian footballer,35
Q21034826,Ádám Nagy,Hungarian association football player,35
Q16234878,Mislav Oršić,Croatian footballer,35
Q60543,Kim Dotcom,German-Finnish Internet entrepreneur,35
Q237673,Koo Hye-sun,"South Korean actress, director and singer",35
Q255764,Yelena Kondakova,Russian cosmonaut,35
Q349857,Christopher McDonald,American actor,35
Q313710,Thomas Ravelli,Swedish association football goalkeeper,35
Q468785,Bigas Luna,spanish cineast,35
Q211581,Charlie Austin,English association football player,35
Q258470,Crystal Reed,American actress,35
Q158258,"Prince Edward, Duke of Kent",cousin of Queen Elizabeth II; grandson of King George V and Queen Mary and second and first cousin once removed to King Charles III,35
Q320621,Izzy Stradlin,American rock guitarist,35
Q351827,Branco,Brazilian footballer and manager,35
Q342045,Đorđe Balašević,Serbian songwriter,35
Q311035,José Kléberson,Brazilian footballer,35
Q355527,Paul Ekman,American evolutionary and social psychologist,35
Q353758,Jesús Franco,Spanish film director,35
Q5936662,Huma Qureshi,Indian actress,35
Q235922,Judith Barsi,American child actress,35
Q311095,Jorge Andrade,Portuguese footballer,35
Q310504,Emanuel Pogatetz,Austrian association football player,34
Q297474,Ömer Aşık,Turkish basketball player,34
Q313164,Guillaume Hoarau,French footballer,34
Q6860599,Miloš Jojić,Serbian footballer,34
Q45134,Lacina Traoré,Ivorian footballer,34
Q317024,Michael Angarano,American actor,34
Q319810,Jonathan Walters,Irish footballer,34
Q229821,Agnes Carlsson,Swedish singer,34
Q4274269,Theerathon Bunmathan,Thai association football player,34
Q310116,Lupe Fiasco,American rapper,34
Q15645408,Vaani Kapoor,Indian actress,34
Q332641,James Deen,American pornographic actor,34
Q60964,Kim Petras,German singer and songwriter,34
Q113916,Stephen Ireland,Irish association football player,34
Q15943423,Joachim Andersen,Danish association football player,34
Q316258,Emeka Okafor,American basketball player,34
Q238685,Yuliya Yefimova,Russian swimmer,34
Q1450945,Valentino Lazaro,Austrian association football player,34
Q6338,Olga Rypakova,Kazakh female Olympic track and field athlete,34
Q311554,Aruna Dindane,Ivorian association football player,34
Q126444,David Vaughan,Welsh footballer,34
Q326480,Joel Obi,Nigerian footballer,34
Q1208103,Diafra Sakho,Senegalese association football player,34
Q28839217,Madelaine Petsch,American actress and YouTuber,34
Q438606,Bakary Koné,Burkinabé footballer,34
Q6698219,Lucy Bronze,English association football player,34
Q19952334,Luca Zidane,French association football player,34
Q17659996,Mahmoud Dahoud,German footballer,34
Q2476368,Harry Wilson,Welsh association football player,34
Q326476,Jonas Gonçalves Oliveira,Brazilian footballer,34
Q313487,Greg Oden,American basketball player,34
Q16207879,Emerald Fennell,"English actress, filmmaker, and writer",34
Q18201931,Marko Rog,Croatian association football player,34
Q456927,Ivan Tričkovski,Macedonian footballer,34
Q313054,Jan Kromkamp,Dutch association football player/coach,34
Q266738,Aliya Mustafina,Russian gymnast,34
Q31310079,Chingiz Mustafayev,Azerbaijani singer-songwriter,34
Q10089,Julia Mancuso,American alpine skier,34
Q1335213,Hero Fiennes Tiffin,British model and actor,34
Q23041943,Matty Cash,Polish-English association football player,34
Q52129159,Brigid Kosgei,Kenyan long-distance runner,34
Q12827,Beth Ditto,American singer,34
Q17482506,Rúnar Alex Rúnarsson,Icelandic association football player,34
Q230346,Monica Niculescu,Romanian female tennis player,34
Q312897,Dariusz Dudka,Polish footballer,34
Q20730338,Ola Aina,Nigerian footballer,34
Q363188,Matthias Mayer,Austrian alpine skier,34
Q974603,Kyle Lowry,American basketball player,34
Q440437,Steven Naismith,Scottish association football player,34
Q242418,Janel Parrish,American actress and singer,34
Q233001,Darya Klishina,Russian long jumper,34
Q310971,Cha Du-ri,South Korean footballer,34
Q256923,Maxime Vachier-Lagrave,French chess player,34
Q18062338,Munir Mohand Mohamedi,Moroccan professional footballer,34
Q20745071,Nordi Mukiele,French association football player,34
Q312535,Matt Lanter,American actor,34
Q311054,Danko Lazović,Serbian footballer,34
Q973416,Fernando Francisco Reges,Brazilian footballer,34
Q311181,Miyavi,"Japanese guitarist, singer-songwriter, record producer and actor",34
Q6294052,José Sá,Portuguese association footballer,34
Q17487711,Jakub Jankto,Czech footballer,34
Q20204829,Federico Dimarco,Italian footballer,34
Q286733,Ximena Navarrete,Mexican model and beauty pageant contestant,34
Q316605,Nenad Milijaš,Serbian footballer,34
Q9086,Jeremy Wariner,American track athlete,34
Q44527,Ryan Fraser,Scottish association football player,34
Q315665,Ricardo Osorio,Mexican footballer,34
Q316479,Djamel Mesbah,Algerian association football player,34
Q56257819,Zakaria Aboukhlal,Footballer,34
Q109147059,Harika Dronavalli,Indian Chess.com player,34
Q40473,Andrea Bowen,American actress,34
Q230248,Olga Govortsova,Belarusian female tennis player,34
Q316852,Stefano Mauri,Italian footballer,34
Q542571,Jeremy Irvine,British actor,34
Q17399584,Thomas Strakosha,Greek association football player,34
Q24043625,Son Chaeyoung,"South Korean rapper, singer, dancer, songwriter and president of chaeyoung land in 2016 crowned as the queen of chaeyoung land, its inhabitants are named chaestrawberry",34
Q3323347,Jordan Lukaku,Belgian association football player,34
Q324515,Ivan Dodig,Croatian tennis player,34
Q380018,Jonas Valančiūnas,Lithuanian professional basketball player,34
Q20047360,Joelinton,Brazilian association football player,34
Q314160,Scott Brown,Scottish association football player,34
Q466051,Alia Shawkat,American actress,34
Q75019636,Giovanni Reyna,American association soccer player,34
Q314724,Vladimir Bystrov,Russian footballer,34
Q17487697,Rick Karsdorp,Dutch footballer,34
Q4980869,Laura Dahlmeier,German biathlete,34
Q3788202,Hörður Björgvin Magnússon,Icelandic footballer,34
Q458155,Kosovare Asllani,Swedish association football player,34
Q6381120,DeAndre Yedlin,American soccer player,34
Q1093851,Maximilian Arnold,German association football player,34
Q644989,Nemanja Gudelj,Serbian footballer,34
Q19871581,Tyler Adams,American soccer player,34
Q270330,Viktorija Čmilytė,Lithuanian chess player and politician,34
Q889289,Davy Pröpper,Dutch association football player,34
Q152286,Bobby Zamora,English association football player,34
Q311947,Dani Pacheco,Spanish association footballer,34
Q53709993,Alisha Lehmann,association football player,34
Q609141,Tarik Elyounoussi,Norwegian association football player,34
Q13784739,Alexander Sørloth,Norwegian association football player,34
Q166506,Sammir,Croatian footballer,34
Q129816,Manolo Gabbiadini,Italian association football player,34
Q653086,Passenger,English singer-songwriter,34
Q264932,Alexandros Tzorvas,Greek footballer,34
Q298330,Anton Ferdinand,English association football player,34
Q4679732,Braun Strowman,American professional wrestler and strongman,34
Q1764908,Lasha Shavdatuashvili,Georgian judoka,34
Q299450,Bebé,Portuguese footballer,34
Q4683039,Aditi Rao Hydari,Indian actress,34
Q5450687,Finn Wittrock,American actor,34
Q624017,AJ Lee,American professional wrestler and author,34
Q290212,Ons Jabeur,Tunisian female tennis player,34
Q625128,Ji Chang-wook,South Korean actor,34
Q228706,Kelly Kelly,"American professional wrestler, model, dancer and television personality",34
Q239605,Heather Watson,British female tennis player,34
Q1675662,Ivana Vuleta,Serbian athletics competitor,34
Q299091,Sotiris Ninis,Greek footballer,34
Q270653,Lauren Jackson,Australian basketball player,34
Q862539,Tomáš Kalas,Czech association football player,34
Q233295,Tila Tequila,American television and social media personality,34
Q241749,Bailee Madison,American actress,34
Q469656,Paolo Giordano,Italian writer,34
Q152067,Oscar Hiljemark,Swedish footballer,34
Q215434,Kagisho Dikgacoi,South African footballer,34
Q272960,Stefanie Scott,American actress and singer,34
Q285685,Ramazan Özcan,Austrian association football player,34
Q313111,Marc Muniesa,Spanish association football player,34
Q581973,Jay Rodriguez,English association football player,34
Q302393,Johan Vonlanthen,footballer,34
Q231401,Laura Vandervoort,Canadian actress,34
Q59082,Lesley-Ann Brandt,South African-born actress,34
Q288656,Shaun White,American snowboarder and skateboarder,34
Q58198484,Ananya Panday,Indian actress,34
Q259645,Amaury Vassili,French singer,34
Q230420,Amber Riley,"actress, singer",34
Q276379,Nigel Reo-Coker,English association football player,34
Q478941,Aaron Mooy,Australian association football player,34
Q237548,Kate Nash,English singer-songwriter,34
Q128788,Daniel Caligiuri,Italian footballer,34
Q57017297,Samuel Chukwueze,Nigerian association football player,34
Q777319,Felipe Nasr,Brazilian racing driver,34
Q494714,Lee Dong-wook,South Korean actor,34
Q350107,Sol Bamba,Ivorian association football player,34
Q471403,Amin Younes,German association football player,34
Q936842,Eren Albayrak,Turkish association football player,34
Q1656985,Andrey Lunyov,Russian footballer,34
Q2946166,Filip Helander,Swedish footballer,34
Q1189443,Dennis Praet,Belgian association football player,34
Q4094058,Krista Siegfrids,Finnish singer,34
Q240830,Alison Sudol,American musician,34
Q353514,Teddy Riner,French judoka,34
Q3494299,Neha Dhupia,Indian actress,34
Q3119298,Gugu Mbatha-Raw,British actress,34
Q236866,Urszula Radwańska,Polish tennis player,34
Q310429,Moisés Arias,American actor,34
Q223462,Milan Stanković,Serbian singer,34
Q1342961,Haruma Miura,"Japanese actor, singer",34
Q2700668,Greg Cipes,American actor,34
Q239940,Nadia Ali,American singer-songwriter,34
Q1334428,Johannes Thingnes Bø,Norwegian biathlete,34
Q239195,Hayley Kiyoko,American singer and actress,34
Q16224052,Angela White,Australian pornographic actress,34
Q703613,Simão Mate Junior,Mozambican association football player,34
Q353074,Roman Eremenko,Finnish footballer,34
Q2499879,Felipe Baloy,Panamanian footballer,34
Q30131952,Dan-Axel Zagadou,French association football player,34
Q3788246,Claudia Kim,South Korean actress,34
Q2221972,Marina Aleksandrova,Russian actress,34
Q203269,Wade Barrett,British professional wrestler,34
Q215454,Cristian Riveros,Paraguayan footballer,34
Q195130,Clément Grenier,French association football player,34
Q2118086,Alfredo Talavera,Mexican association football player,34
Q5117,Eugen Polanski,Polish-German footballer,34
Q21055388,Stefano Sensi,Italian association football player,34
Q1150316,Anna Camp,American actress and singer,34
Q35039261,Reiss Nelson,English association football player,34
Q460872,Thibaut Pinot,French racing cyclist,34
Q240726,Diana Taurasi,American basketball player,34
Q240672,Sue Bird,American-Israeli basketball player,34
Q310665,Rasmus Elm,Swedish football player,34
Q981690,Tahar Rahim,French actor,34
Q40471152,Joe Willock,English association football player,34
Q4419809,Margarita Simonyan,Russian journalist,34
Q16370810,Artur Aleksanyan,Armenian wrestler,34
Q965705,Lazar Marković,Serbian association football player,34
Q19665907,David Raya,Spanish association football player,34
Q1699,Nesta Carter,Jamaican sprinter,34
Q16403201,Elina Born,Estonian singer,34
Q39069621,Mabel,English singer and songwriter,34
Q984334,Finn Bálor,Irish professional wrestler,34
Q35831063,Matheus Cunha,Brazilian professional footballer,34
Q34058084,Sasa Kalajdzic,Austrian footballer,34
Q26233,Roman Neustädter,Russian professional footballer,34
Q16525974,Alexa Bliss,American Professional wrestler,34
Q237061,Getter Jaani,Estonian singer,34
Q30933054,Hiroki Ito,Japanese association football player,34
Q40046,Jesse Williams,"American actor, director, producer, and activist",34
Q303108,Taison,Brazilian association football player,34
Q1120791,Osama Hawsawi,Saudi Arabian footballer,34
Q231969,Yelena Slesarenko,athletics competitor,34
Q15884045,William Troost-Ekong,Nigerian association football player,34
Q231962,Alona Bondarenko,Ukrainian tennis player,34
Q18663212,Dilraba Dilmurat,Chinese actress of Uyghur ethnicity,34
Q2474222,Frédéric Bulot,Gabonese association football player,34
Q35980,Aletta Ocean,pornographic performer,34
Q11583,Lucie Hradecká,Czech tennis player,34
Q22673974,Kaia Gerber,American model and actress,34
Q9149876,Amel Tuka,Bosnian athlete,34
Q27651401,Florian Neuhaus,German association football player,34
Q19341435,Monika Linkytė,Lithuanian singer and songwriter,34
Q200407,Steven Strait,American actor and singer,34
Q430865,Steven Defour,Belgian association football player,34
Q229801,Aija Andrejeva,Latvian singer,34
Q17417475,Jace Norman,American actor,34
Q234577,Mao Asada,Japanese figure skater,34
Q367634,Big Sean,American rapper from Michigan,34
Q234015,Astrid Berges-Frisbey,Spanish-French actress,34
Q428603,Luís Neto,Portuguese association football player,34
Q60621615,Gonçalo Ramos,Portuguese footballer,34
Q316573,Paolo De Ceglie,Italian footballer for Juventus,34
Q10788758,Lu Han,Chinese singer and actor,34
Q28743526,Joci Pápai,Hungarian performer,34
Q298484,David Rozehnal,Czech footballer,34
Q298470,Simon Poulsen,Danish footballer,34
Q388835,Bořek Dočkal,Czech association football player,34
Q3078910,Mathieu van der Poel,"Dutch cyclist, cyclo-cross and road racing",34
Q13203005,Aida Garifullina,Russian opera singer,34
Q64775156,Eden Alene,Israeli singer,34
Q7967027,Wan Zack Haikal,Malaysian association football player,34
Q159516,Andreas Beck,German association football player,34
Q541305,Salomėja Zaksaitė,Lithuanian chess player,34
Q310055,David Bentley,English association football player,34
Q544206,Sergey Sirotkin,Russian racing driver,34
Q216260,Hedwiges Maduro,Dutch association football player,34
Q932827,Fagner,Brazilian association football player,34
Q348432,Denys Harmash,Ukrainian footballer,34
Q1755,Tomasz Majewski,Polish shot putter,34
Q28037494,Logan Sargeant,American racing driver,34
Q316923,Vurnon Anita,Curaçao association football player,34
Q309894,Diego Cavalieri,Brazilian footballer,34
Q2939142,Carlo Acutis,"Italian Programmer, Cyber Apostle of the Holy Eucharist, Confessor and Blessed",34
Q2876432,Aïssa Mandi,Algerian association football player,34
Q313305,Angus T. Jones,American actor,34
Q21573827,Julia Sanina,Ukrainian singer,34
Q15732994,Candice Patton,American actress,34
Q7408805,Samara Weaving,Australian actress and model,34
Q7599020,Stanislav Lobotka,Slovak association football player,34
Q20974088,Charlie Heaton,British actor,34
Q108128555,Oleksandra Matviichuk,Ukrainian human rights activist,34
Q20744456,JC Gonzalez,"Colombian actor, songwriter, singer, dancer",34
Q314250,Fernando Amorebieta,footballer,34
Q299403,Charles Itandje,Cameroon international association football player,34
Q311944,Drew McIntyre,Scottish professional wrestler,34
Q380613,Rory McIlroy,Northern Irish professional golfer,34
Q379909,Donny Montell,Lithuanian singer,34
Q16236978,Haley Lu Richardson,American actress,34
Q555738,Ryan Guzman,Mexican American actor,34
Q17641420,Tina Trstenjak,Slovenian judoka,34
Q247312,John Ruddy,English association football player,34
Q312048,Yannis Maniatis,Greek footballer,34
Q2086574,Hansika Motwani,Indian actress,34
Q7944670,Vitolo,Spanish association football player,34
Q349046,Maciej Rybus,Polish association football player,34
Q16237064,Miloš Veljković,Serbian-Swiss soccer player,34
Q16237562,Tony Revolori,American actor,34
Q21683191,Victoria Amelina,Ukrainian writer,34
Q5478192,Renato Tapia,Peruvian association football player,34
Q445935,Michaël Guigou,French handball player,34
Q17466423,Sakshi Malik,Indian wrestler,34
Q21503533,Salah Abdeslam,terrorist,34
Q232769,Izabel Goulart,Brazilian model,34
Q18881,Aly Cissokho,French association football player,34
Q211698,Park Joo-ho,South Korean association football player,34
Q444190,Alexandra Breckenridge,American actress,34
Q447872,Joseph Mazzello,American actor,34
Q232575,Marina Erakovic,New Zealand tennis player,34
Q234970,Sarah Bolger,Irish actress,34
Q2481789,Sonny Bill Williams,"New Zealand rugby league and rugby union footballer, and heavyweight boxer",34
Q462790,Mijaín López,Cuban wrestler,34
Q15713449,Wout van Aert,Belgian cyclist,34
Q59513147,Princess Sara Ali Khan of Bhopal,Bhopali and Pataudi Royal and Indian Actress,34
Q215438,Bernard Parker,South African footballer,34
Q553512,JaVale McGee,American basketball player,34
Q362224,Bradley James,British actor,34
Q230242,Sorana Cîrstea,Romanian tennis player,34
Q231665,Belladonna,American pornographic actress,34
Q17305889,Josh Dun,American musician,34
Q94763,Patrick Chan,"Canadian figure skater, Olympic gold medallist",34
Q114954,Artjoms Rudņevs,Latvian association footballer,34
Q219026,Zoltán Stieber,Hungarian association football player,34
Q1681210,James Tomkins,English association football player,34
Q205794,Chelsea Kane,American actress and singer,34
Q2067434,Ashleigh Ball,Canadian voice actress,34
Q19060781,Viktor Kovalenko,Ukrainian footballer,34
Q311906,Alexandr Dolgopolov,Ukrainian tennis player,34
Q466762,Lali Espósito,Argentine actress and singer,34
Q13418257,Fernando Pacheco Flores,Spanish footballer,34
Q233911,Jessica Jung,Korean-American singer,34
Q311779,Josh Peck,"American actor, comedian and YouTuber",34
Q13578003,Giorgian De Arrascaeta,Uruguayan footballer,34
Q127797,Joel Pohjanpalo,Finnish association football player,34
Q179457,Orestis Karnezis,Greek association football player,34
Q607790,Jesús Manuel Corona,Mexican association football player,34
Q403905,Aidan Turner,Irish actor,34
Q296180,Vicente Rodríguez,Spanish footballer,34
Q468367,Franka Batelić,Croatian pop singer and songwriter,34
Q17811637,James Bay,British singer-songwriter,34
Q203816,Shkëlzen Gashi,Albanian footballer,34
Q2121695,Amy Jackson,British actress,34
Q53870611,Xolo Maridueña,,34
Q312450,Duncan James,English singer,34
Q377861,Rajendra K. Pachauri,Indian academic,34
Q217097,Richard Kingson,Ghanaian association football player,34
Q350271,Damiano Tommasi,Italian footballer,34
Q298185,Samuel Sánchez,Spanish former professional road bicycle racer,34
Q10731,Mick Foley,American professional wrestler,34
Q929581,Jeff Flake,American diplomat and former United States senator from Arizona,34
Q11172,Addys Mercedes,Cuban pop and world music singer,34
Q318223,Max Martin,Swedish record producer and songwriter,34
Q58612,Yehuda Amichai,Israeli poet,34
Q983183,Fabiola Gianotti,Italian particle physicist and CERN Director-General,34
Q317485,Pekka Haavisto,Finnish politician and minister for foreign affairs,34
Q318546,Abelardo Fernández,Spanish footballer,34
Q317400,Kuupik Kleist,Greenlandic politician,34
Q3952813,Scott Adsit,American stand-up comedian,34
Q317814,Tsui Hark,"Hong Kong film director, screenwriter and producer",34
Q503027,Powers Boothe,American actor,34
Q450382,Maya Deren,American filmmaker,34
Q503264,Gregg Allman,American musician,34
Q380207,António Damásio,neuroscientist and professor at the University of Southern California,34
Q737693,Leos Carax,French director and writer,34
Q311372,Albertito Luque,Spanish footballer,34
Q5528031,Željka Cvijanović,politician from Bosnia and Herzegovina,34
Q272579,Glynis Johns,"British actress, dancer, pianist, and singer",34
Q356756,Anthony Mamo,Maltese chief judge and first President of the republic,34
Q168155,Zbigniew Preisner,Polish composer,34
Q166844,Thomas N'Kono,Cameroonian footballer,34
Q234297,Miou-Miou,French actress,34
Q335376,Kevin McNally,English actor,34
Q234279,Nan Goldin,American photographer,34
Q380474,Sibghatullah Mojaddedi,"politician, former President of Afghanistan",34
Q311542,Mike Bibby,American basketball player,34
Q726126,Shane Black,"American actor, screenwriter and film director",34
Q3518489,Jaswant Singh,Indian politician and retired army officer,34
Q298723,Pieter van den Hoogenband,Dutch swimmer,34
Q310166,Pete Wentz,American musician,34
Q309672,Gerardo Torrado,Mexican footballer,34
Q736402,Matteo Messina Denaro,Italian mob boss,34
Q298173,Emmanuelle Chriqui,Canadian actress and model,34
Q296410,Luke Young,"English association football player, born 1979",34
Q320624,Adi Shamir,Israeli cryptographer,34
Q269742,Bae Doona,South Korean actress,34
Q319430,Mahamane Ousmane,President of Niger from 1993 to 1996,34
Q312570,LeVar Burton,"American actor, director, and television host",34
Q15222839,Kokhir Rasulzoda,Tajikistani politician,34
Q236914,María de Villota,tor racing driver,34
Q522440,John N. Gray,British political philosopher,34
Q358317,Victor Mature,American actor,34
Q342424,Petar Zhekov,Bulgarian footballer,34
Q258685,Eugenia Charles,Prime Minister of Dominica,34
Q236173,Chantal Mouffe,Belgian post-marxist political theorist,34
Q264400,Maria Tallchief,American ballerina,34
Q344576,Paul Winfield,actor,34
Q337206,Marvin Hamlisch,American composer and conductor,34
Q25735,Milorad Mažić,Serbian international association football referee,34
Q458061,Stjepan Filipović,Yugoslav Partisan,34
Q344875,Ron Atkinson,"football player, manager and commentator",34
Q31733,Garou,Canadian singer,34
Q21998497,Serhat,Turkish singer,34
Q282359,Michel Micombero,President of Burundi,34
Q454025,Marien Ngouabi,President of Congo-Brazzaville from 1969 to 1977,34
Q253378,Malalai Joya,Afghan politician,34
Q523835,Robert L. Behnken,American astronaut,34
Q240658,Brenda Vaccaro,American actress,34
